species,metabolite,metabolite_class,N,dR/Rdt
Brevibacillus,5-methyluridine,Nucleobase,0.4405,-0.2856140789445921
Brevibacillus,5-methyluridine,Nucleobase,0.51675,0.14030074207879117
Brevibacillus,5-methyluridine,Nucleobase,0.48,-0.07483312061147741
Brevibacillus,gamma-Aminobutyric acid,Others,0.1125,-0.15884938907691426
Brevibacillus,gamma-Aminobutyric acid,Others,0.4405,0.18408661320383804
Brevibacillus,gamma-Aminobutyric acid,Others,0.51675,0.01769046603704593
Brevibacillus,gamma-Aminobutyric acid,Others,0.48,0.040593736704438714
Brevibacillus,ectoine,Others,0.1125,-0.0020979598824548726
Brevibacillus,ectoine,Others,0.4405,-0.007162813577802965
Brevibacillus,ectoine,Others,0.51675,-0.0003280652791068647
Brevibacillus,ectoine,Others,0.48,0.003520814155153118
Brevibacillus,N-acetyl-glutamic acid,Others,0.1125,-0.03181260214291903
Brevibacillus,N-acetyl-glutamic acid,Others,0.4405,-0.28150262158960243
Brevibacillus,N-acetyl-glutamic acid,Others,0.51675,0.013324123084116743
Brevibacillus,N-acetyl-glutamic acid,Others,0.48,-0.0462697484430098
Brevibacillus,ornithine,Others,0.1125,-0.011804481118560542
Brevibacillus,ornithine,Others,0.4405,-0.2854611967947113
Brevibacillus,ornithine,Others,0.51675,-0.0036568925506133723
Brevibacillus,ornithine,Others,0.48,0.006570252898420142
Brevibacillus,shikimic acid,Others,0.1125,-0.021200828157349905
Brevibacillus,shikimic acid,Others,0.4405,-0.002466394008030063
Brevibacillus,shikimic acid,Others,0.51675,0.01428895230212594
Brevibacillus,shikimic acid,Others,0.48,-0.0035298477712119997
Brevibacillus,taurine,Others,0.1125,-0.014971790284849316
Brevibacillus,taurine,Others,0.4405,-0.05819579220047766
Brevibacillus,taurine,Others,0.51675,0.00923485083473711
Brevibacillus,taurine,Others,0.48,0.01850835157047241
Brevibacillus,N-acetylglutamine,Others,0.1125,-0.006577724644008831
Brevibacillus,N-acetylglutamine,Others,0.4405,-0.03458894713066813
Brevibacillus,N-acetylglutamine,Others,0.51675,0.03701399273088884
Brevibacillus,N-acetylglutamine,Others,0.48,-0.006362095703493219
Brevibacillus,n-acetyllysine,Others,0.1125,0.004132794526184901
Brevibacillus,n-acetyllysine,Others,0.4405,-0.28487966660451364
Brevibacillus,n-acetyllysine,Others,0.51675,-0.09625143490920716
Brevibacillus,n-acetyllysine,Others,0.48,-0.12055852340984488
Brevibacillus,n-acetylmuramic acid,Others,0.1125,-0.0033310352317966543
Brevibacillus,n-acetylmuramic acid,Others,0.4405,-0.05198232911288311
Brevibacillus,n-acetylmuramic acid,Others,0.51675,-0.20743252527952816
Brevibacillus,n-acetylmuramic acid,Others,0.48,-0.03406801243696371
Brevibacillus,betaine,Others,0.1125,-0.0012543957304930761
Brevibacillus,betaine,Others,0.4405,-0.021669172505352344
Brevibacillus,betaine,Others,0.51675,-0.00548573293720627
Brevibacillus,betaine,Others,0.48,0.0020331653507892366
Brevibacillus,nicotinamide,Others,0.1125,-0.15962198515234052
Brevibacillus,nicotinamide,Others,0.4405,0.21418362175338934
Brevibacillus,nicotinamide,Others,0.51675,-0.11066143169862994
Brevibacillus,nicotinamide,Others,0.48,-0.03623156585958743
Brevibacillus,trigonelline,Others,0.1125,-0.0039191326175690815
Brevibacillus,trigonelline,Others,0.4405,-0.0159301760548911
Brevibacillus,trigonelline,Others,0.51675,-0.021149353672103115
Brevibacillus,trigonelline,Others,0.48,0.009883974078672354
Brevibacillus,carnitine,Others,0.1125,-0.0016167007885963382
Brevibacillus,carnitine,Others,0.4405,-0.046257275681242015
Brevibacillus,carnitine,Others,0.51675,0.0013428695987013192
Brevibacillus,carnitine,Others,0.48,0.0037712393909584605
Brevibacillus,choline,Others,0.1125,-0.0014204261722399912
Brevibacillus,choline,Others,0.4405,0.010610775049425411
Brevibacillus,choline,Others,0.51675,-0.008512943078885159
Brevibacillus,choline,Others,0.48,0.0013162192993079842
Brevibacillus,sn-glycero-3-phosphocholine,Others,0.1125,-0.0001455519947203466
Brevibacillus,sn-glycero-3-phosphocholine,Others,0.4405,-0.004725748671714462
Brevibacillus,sn-glycero-3-phosphocholine,Others,0.51675,-0.0005044044788815559
Brevibacillus,sn-glycero-3-phosphocholine,Others,0.48,0.0017118802137877386
Paenibacillus,sucrose,Sugar,0.2685,-0.014862693882505948
Paenibacillus,trehalose,Sugar,0.2685,-0.028340451867008534
Paenibacillus,myo-inositol,Sugar,0.2685,0.014696284593985432
Paenibacillus,xylose,Sugar,0.2685,-0.04239879156908853
Paenibacillus,mannitol,Sugar,0.2685,-0.04442274107878068
Paenibacillus,N-acetyl-glucosamine,Sugar,0.2685,-0.04373062209329875
Paenibacillus,Glucose,Sugar,0.2685,-0.04277588307099137
Paenibacillus,lactic acid,Organic_Acid,0.2685,0.006067143514132225
Paenibacillus,malic acid,Organic_Acid,0.2685,0.0003108224993081443
Paenibacillus,citric acid,Organic_Acid,0.2685,0.012141979826147929
Paenibacillus,pyruvic acid,Organic_Acid,0.2685,-0.005161486476266855
Paenibacillus,alpha-ketoglutaric acid,Organic_Acid,0.2685,0.004545383776107287
Paenibacillus,citrulline,Organic_Acid,0.2685,0.00014800371794861415
Paenibacillus,succinic acid,Organic_Acid,0.2685,0.005972474640004143
Paenibacillus,alanine,Amino_Acid,0.2685,0.009805350435675843
Paenibacillus,arginine,Amino_Acid,0.2685,0.00581294577223992
Paenibacillus,asparagine,Amino_Acid,0.2685,-0.03813956190627502
Paenibacillus,aspartic acid,Amino_Acid,0.2685,0.008452138282888854
Paenibacillus,glutamic acid,Amino_Acid,0.2685,0.014746311833207022
Paenibacillus,glutamine,Amino_Acid,0.2685,-0.04479582448292759
Paenibacillus,glycine,Amino_Acid,0.2685,-0.0002444814869617208
Paenibacillus,histidine,Amino_Acid,0.2685,-0.0012848895766026233
Paenibacillus,isoleucine,Amino_Acid,0.2685,-0.002130190754376282
Paenibacillus,leucine,Amino_Acid,0.2685,-0.00035900444505377796
Paenibacillus,lysine,Amino_Acid,0.2685,-0.01205161479806115
Paenibacillus,methionine,Amino_Acid,0.2685,-0.0010667094751663465
Paenibacillus,phenylalanine,Amino_Acid,0.2685,-0.00039075614840858563
Paenibacillus,proline,Amino_Acid,0.2685,0.004156675958938352
Paenibacillus,serine,Amino_Acid,0.2685,0.006030421053130401
Paenibacillus,threonine,Amino_Acid,0.2685,0.00681333618801004
Paenibacillus,tryptophan,Amino_Acid,0.2685,-0.00386460451049378
Paenibacillus,tyrosine,Amino_Acid,0.2685,-0.0025799712820985888
Paenibacillus,valine,Amino_Acid,0.2685,0.006938135498320613
Paenibacillus,cysteine,Amino_Acid,0.2685,-0.0392784807140573
Paenibacillus,cystine,Amino_Acid,0.2685,-0.03609514980358983
Paenibacillus,adenine,Nucleobase,0.2685,-0.044429561823153274
Paenibacillus,adenosine,Nucleobase,0.2685,-0.044184334251328575
Paenibacillus,cytidine,Nucleobase,0.2685,-0.0448680964843706
Paenibacillus,cytosine,Nucleobase,0.2685,-0.0001957124972516505
Paenibacillus,guanine,Nucleobase,0.2685,-0.04472510797481475
Paenibacillus,guanosine,Nucleobase,0.2685,-0.044840398921547175
Paenibacillus,hypoxanthine,Nucleobase,0.2685,-0.0339236926718967
Paenibacillus,inosine,Nucleobase,0.2685,-0.04479063842713586
Paenibacillus,thymine,Nucleobase,0.2685,0.013147287355107088
Paenibacillus,uracil,Nucleobase,0.2685,-0.0035730220873726962
Paenibacillus,uridine,Nucleobase,0.2685,-0.044589334226330095
Paenibacillus,xanthine,Nucleobase,0.2685,0.0002928586383201951
Paenibacillus,xanthosine,Nucleobase,0.2685,-0.04184680576865121
Paenibacillus,5-methyluridine,Nucleobase,0.2685,-0.044810979460152466
Paenibacillus,gamma-Aminobutyric acid,Others,0.2685,-0.0005397426553994338
Paenibacillus,ectoine,Others,0.2685,0.0008894555077315641
Paenibacillus,N-acetyl-glutamic acid,Others,0.2685,0.014523032464920016
Paenibacillus,ornithine,Others,0.2685,0.011503761817754062
Paenibacillus,shikimic acid,Others,0.2685,0.008166128270037662
Paenibacillus,taurine,Others,0.2685,0.004462159183296082
Paenibacillus,N-acetylglutamine,Others,0.2685,-0.044876416605820396
Paenibacillus,n-acetyllysine,Others,0.2685,0.0028522165524871076
Paenibacillus,n-acetylmuramic acid,Others,0.2685,-0.03897254857362575
Paenibacillus,betaine,Others,0.2685,-0.003779135793964587
Paenibacillus,nicotinamide,Others,0.2685,-0.04435656312985782
Paenibacillus,trigonelline,Others,0.2685,-0.011826076360111086
Paenibacillus,carnitine,Others,0.2685,0.0009155594801755121
Paenibacillus,choline,Others,0.2685,-0.005378365713300433
Paenibacillus,sn-glycero-3-phosphocholine,Others,0.2685,0.0003067806195216841
Marmoricola,sucrose,Sugar,0.19875,-0.00037297870225790503
Marmoricola,trehalose,Sugar,0.19875,0.00026345657886380516
Marmoricola,myo-inositol,Sugar,0.19875,0.0030096960135256624
Marmoricola,xylose,Sugar,0.19875,-0.012556705150332593
Marmoricola,mannitol,Sugar,0.19875,-0.004105531368067573
Marmoricola,N-acetyl-glucosamine,Sugar,0.19875,-0.006984133303539473
Marmoricola,Glucose,Sugar,0.19875,-0.04513195641437701
Marmoricola,lactic acid,Organic_Acid,0.19875,-0.002532531676947509
Marmoricola,malic acid,Organic_Acid,0.19875,-0.0026523786429655557
Marmoricola,citric acid,Organic_Acid,0.19875,-0.009691349136110873
Marmoricola,pyruvic acid,Organic_Acid,0.19875,-0.00645933874345079
Marmoricola,alpha-ketoglutaric acid,Organic_Acid,0.19875,-0.011650643623202724
Marmoricola,citrulline,Organic_Acid,0.19875,-0.009997605760097738
Marmoricola,succinic acid,Organic_Acid,0.19875,-0.0014762168372054257
Marmoricola,alanine,Amino_Acid,0.19875,-0.005810824788200171
Marmoricola,arginine,Amino_Acid,0.19875,-0.007617534941984019
Marmoricola,asparagine,Amino_Acid,0.19875,-0.000968518875076952
Marmoricola,aspartic acid,Amino_Acid,0.19875,-0.005114162185598752
Marmoricola,glutamic acid,Amino_Acid,0.19875,-0.03670076804562592
Marmoricola,glutamine,Amino_Acid,0.19875,-0.0010771643652668003
Marmoricola,glycine,Amino_Acid,0.19875,-0.002899831511951771
Marmoricola,histidine,Amino_Acid,0.19875,-0.002246358441674904
Marmoricola,isoleucine,Amino_Acid,0.19875,-0.010616234917014494
Marmoricola,leucine,Amino_Acid,0.19875,-0.0034021290349032286
Marmoricola,lysine,Amino_Acid,0.19875,-0.006535258000518331
Marmoricola,methionine,Amino_Acid,0.19875,-0.004759727394270447
Marmoricola,phenylalanine,Amino_Acid,0.19875,-0.007334305382676336
Marmoricola,proline,Amino_Acid,0.19875,-0.0024996101744314343
Marmoricola,serine,Amino_Acid,0.19875,-0.001708555901215392
Marmoricola,threonine,Amino_Acid,0.19875,-0.0010955964429226464
Marmoricola,tryptophan,Amino_Acid,0.19875,-0.002392297856889233
Marmoricola,tyrosine,Amino_Acid,0.19875,-0.00897530669386942
Marmoricola,valine,Amino_Acid,0.19875,-0.010517965315837374
Marmoricola,cysteine,Amino_Acid,0.19875,-0.0009270695951145011
Marmoricola,cystine,Amino_Acid,0.19875,-0.008457915931237842
Marmoricola,adenine,Nucleobase,0.19875,-0.06689622479572427
Marmoricola,adenosine,Nucleobase,0.19875,-0.0688391719843844
Marmoricola,cytidine,Nucleobase,0.19875,-0.06894841021526289
Marmoricola,cytosine,Nucleobase,0.19875,-0.0019209500954907761
Marmoricola,guanine,Nucleobase,0.19875,0.01072362660825268
Marmoricola,guanosine,Nucleobase,0.19875,-0.06843190134614527
Marmoricola,hypoxanthine,Nucleobase,0.19875,0.023487732373737562
Marmoricola,inosine,Nucleobase,0.19875,-0.06860101272785908
Marmoricola,thymine,Nucleobase,0.19875,0.009107806382396994
Marmoricola,uracil,Nucleobase,0.19875,0.004607698499964769
Marmoricola,uridine,Nucleobase,0.19875,-0.06882080244355393
Marmoricola,xanthine,Nucleobase,0.19875,-0.003351796964744158
Marmoricola,xanthosine,Nucleobase,0.19875,-0.0045329182313080295
Marmoricola,5-methyluridine,Nucleobase,0.19875,-0.06891155839492577
Marmoricola,gamma-Aminobutyric acid,Others,0.19875,-0.003548569691083938
Marmoricola,ectoine,Others,0.19875,-0.006628453523793927
Marmoricola,N-acetyl-glutamic acid,Others,0.19875,0.009830798773690185
Marmoricola,ornithine,Others,0.19875,-0.002578697311812594
Marmoricola,shikimic acid,Others,0.19875,-0.012905989401612557
Marmoricola,taurine,Others,0.19875,-0.014466295568831035
Marmoricola,N-acetylglutamine,Others,0.19875,-0.015452313459936567
Marmoricola,n-acetyllysine,Others,0.19875,-0.004005963725726875
Marmoricola,n-acetylmuramic acid,Others,0.19875,-0.0033694941226316663
Marmoricola,betaine,Others,0.19875,-0.0028714723785304803
Marmoricola,nicotinamide,Others,0.19875,-0.008236145909643638
Marmoricola,trigonelline,Others,0.19875,-0.009840153615883519
Marmoricola,carnitine,Others,0.19875,-0.0025162171373982094
Marmoricola,choline,Others,0.19875,-0.0030368395389180976
Marmoricola,sn-glycero-3-phosphocholine,Others,0.19875,-0.003878439238559972
Bacillus,sucrose,Sugar,0.11175,0.03718029731472085
Bacillus,sucrose,Sugar,0.289,0.039448178049034166
Bacillus,sucrose,Sugar,0.42925,-0.010182978831774367
Bacillus,sucrose,Sugar,0.33,-0.012516958030086237
Bacillus,trehalose,Sugar,0.11175,-0.006639353148912425
Bacillus,trehalose,Sugar,0.289,-0.2683186254440274
Bacillus,trehalose,Sugar,0.42925,-0.6666610721352361
Bacillus,trehalose,Sugar,0.33,0.005732594638831645
Bacillus,myo-inositol,Sugar,0.11175,0.01915688955784793
Bacillus,myo-inositol,Sugar,0.289,-0.10589811172289022
Bacillus,myo-inositol,Sugar,0.42925,-0.08670565282338757
Bacillus,myo-inositol,Sugar,0.33,0.002451121566173844
Bacillus,xylose,Sugar,0.11175,-0.05590393277203928
Bacillus,xylose,Sugar,0.289,-0.13692485235393348
Bacillus,xylose,Sugar,0.42925,-0.1817068533108531
Bacillus,xylose,Sugar,0.33,0.0663269045811396
Bacillus,mannitol,Sugar,0.11175,-0.038604010356169165
Bacillus,mannitol,Sugar,0.289,-0.05646624178858565
Bacillus,mannitol,Sugar,0.42925,-0.30947467199699585
Bacillus,mannitol,Sugar,0.33,-0.181421493169236
Bacillus,N-acetyl-glucosamine,Sugar,0.11175,-0.024407597737084088
Bacillus,N-acetyl-glucosamine,Sugar,0.289,-1.2759480228798536
Bacillus,N-acetyl-glucosamine,Sugar,0.42925,-0.47668420834343245
Bacillus,N-acetyl-glucosamine,Sugar,0.33,0.07249338591749477
Bacillus,Glucose,Sugar,0.11175,-0.16540103640452367
Bacillus,Glucose,Sugar,0.289,-1.1395951405397087
Bacillus,Glucose,Sugar,0.42925,-0.08398676345121778
Bacillus,Glucose,Sugar,0.33,-0.08145629051088454
Bacillus,lactic acid,Organic_Acid,0.11175,0.011766627898383009
Bacillus,lactic acid,Organic_Acid,0.289,0.02597950835054036
Bacillus,lactic acid,Organic_Acid,0.42925,-0.012819509042782545
Bacillus,lactic acid,Organic_Acid,0.33,-0.0012455595434313878
Bacillus,malic acid,Organic_Acid,0.11175,-0.01113292715017307
Bacillus,malic acid,Organic_Acid,0.289,-0.007244923144307874
Bacillus,malic acid,Organic_Acid,0.42925,-0.04909850452180592
Bacillus,malic acid,Organic_Acid,0.33,0.00548315618793385
Bacillus,citric acid,Organic_Acid,0.11175,-0.023892511805711728
Bacillus,citric acid,Organic_Acid,0.289,0.15441736779729354
Bacillus,citric acid,Organic_Acid,0.42925,-0.27062689479958874
Bacillus,citric acid,Organic_Acid,0.33,0.032881502485449104
Bacillus,pyruvic acid,Organic_Acid,0.11175,0.0015539661359699596
Bacillus,pyruvic acid,Organic_Acid,0.289,-0.1048773959525277
Bacillus,pyruvic acid,Organic_Acid,0.42925,-0.25077436963359534
Bacillus,pyruvic acid,Organic_Acid,0.33,-0.16869150667008298
Bacillus,alpha-ketoglutaric acid,Organic_Acid,0.11175,0.006124511087703487
Bacillus,alpha-ketoglutaric acid,Organic_Acid,0.289,-0.128331744386512
Bacillus,alpha-ketoglutaric acid,Organic_Acid,0.42925,-0.10998206361999789
Bacillus,alpha-ketoglutaric acid,Organic_Acid,0.33,-0.05142153481442498
Bacillus,citrulline,Organic_Acid,0.11175,0.02223583384673403
Bacillus,citrulline,Organic_Acid,0.289,-0.06239083868039707
Bacillus,citrulline,Organic_Acid,0.42925,-0.031442685823851804
Bacillus,citrulline,Organic_Acid,0.33,-0.01578710042408826
Bacillus,succinic acid,Organic_Acid,0.11175,0.037470126322977124
Bacillus,succinic acid,Organic_Acid,0.289,-0.16253523821982696
Bacillus,succinic acid,Organic_Acid,0.42925,-0.053977964841959755
Bacillus,succinic acid,Organic_Acid,0.33,0.024343788433777037
Bacillus,alanine,Amino_Acid,0.11175,0.023486070763245978
Bacillus,alanine,Amino_Acid,0.289,-0.35182943497432273
Bacillus,alanine,Amino_Acid,0.42925,-0.210883688028448
Bacillus,alanine,Amino_Acid,0.33,-0.059940531884096745
Bacillus,arginine,Amino_Acid,0.11175,-0.0606822023646688
Bacillus,arginine,Amino_Acid,0.289,-1.0052880169758271
Bacillus,arginine,Amino_Acid,0.42925,-0.6656556264340228
Bacillus,arginine,Amino_Acid,0.33,-0.13547562963033402
Bacillus,asparagine,Amino_Acid,0.11175,-0.06398573469686232
Bacillus,asparagine,Amino_Acid,0.289,-1.2832946837172623
Bacillus,asparagine,Amino_Acid,0.42925,-0.6440388831890644
Bacillus,asparagine,Amino_Acid,0.33,0.10197664116008019
Bacillus,aspartic acid,Amino_Acid,0.11175,-0.16678283846638278
Bacillus,aspartic acid,Amino_Acid,0.289,-1.3057434632697993
Bacillus,aspartic acid,Amino_Acid,0.42925,-0.02707752894483913
Bacillus,aspartic acid,Amino_Acid,0.33,0.05607372909366701
Bacillus,glutamic acid,Amino_Acid,0.11175,0.027101739931703603
Bacillus,glutamic acid,Amino_Acid,0.289,-0.006338999555988867
Bacillus,glutamic acid,Amino_Acid,0.42925,0.05918065090326011
Bacillus,glutamic acid,Amino_Acid,0.33,-0.017212656097688375
Bacillus,glutamine,Amino_Acid,0.11175,-0.011060379172293716
Bacillus,glutamine,Amino_Acid,0.289,-0.6629928982534611
Bacillus,glutamine,Amino_Acid,0.42925,-0.6172115367804313
Bacillus,glutamine,Amino_Acid,0.33,-0.17977783994566052
Bacillus,glycine,Amino_Acid,0.11175,-0.05211765970673886
Bacillus,glycine,Amino_Acid,0.289,-0.41483835869223834
Bacillus,glycine,Amino_Acid,0.42925,-0.6472884533969336
Bacillus,glycine,Amino_Acid,0.33,-0.12270342715863945
Bacillus,histidine,Amino_Acid,0.11175,0.01359392520548872
Bacillus,histidine,Amino_Acid,0.289,-0.335094006623501
Bacillus,histidine,Amino_Acid,0.42925,-0.6636153264100736
Bacillus,histidine,Amino_Acid,0.33,-0.07032596805801947
Bacillus,isoleucine,Amino_Acid,0.11175,-0.05587451743981301
Bacillus,isoleucine,Amino_Acid,0.289,-0.8812642029736328
Bacillus,isoleucine,Amino_Acid,0.42925,-0.35878642203261985
Bacillus,isoleucine,Amino_Acid,0.33,-0.13029348808441615
Bacillus,leucine,Amino_Acid,0.11175,-0.021751543000081565
Bacillus,leucine,Amino_Acid,0.289,-0.32667666240688414
Bacillus,leucine,Amino_Acid,0.42925,-0.24846682570596665
Bacillus,leucine,Amino_Acid,0.33,-0.10717459939640732
Bacillus,lysine,Amino_Acid,0.11175,-0.06573389674981411
Bacillus,lysine,Amino_Acid,0.289,-0.6489520938885547
Bacillus,lysine,Amino_Acid,0.42925,-0.4778311488954557
Bacillus,lysine,Amino_Acid,0.33,0.021560616138778906
Bacillus,methionine,Amino_Acid,0.11175,-0.004941662962772626
Bacillus,methionine,Amino_Acid,0.289,-0.19754313548053123
Bacillus,methionine,Amino_Acid,0.42925,-0.1139542922670808
Bacillus,methionine,Amino_Acid,0.33,-0.03476350619077391
Bacillus,phenylalanine,Amino_Acid,0.11175,-0.02769169155217065
Bacillus,phenylalanine,Amino_Acid,0.289,-0.22566824280798203
Bacillus,phenylalanine,Amino_Acid,0.42925,-0.16443999286612704
Bacillus,phenylalanine,Amino_Acid,0.33,-0.06287343878399607
Bacillus,proline,Amino_Acid,0.11175,-0.04018785806783946
Bacillus,proline,Amino_Acid,0.289,-0.17532443404934983
Bacillus,proline,Amino_Acid,0.42925,-0.13996510438302917
Bacillus,proline,Amino_Acid,0.33,-0.12326480006681613
Bacillus,serine,Amino_Acid,0.11175,-0.18342444613010384
Bacillus,serine,Amino_Acid,0.289,-1.3331531805873615
Bacillus,serine,Amino_Acid,0.42925,0.0036713029978811275
Bacillus,serine,Amino_Acid,0.33,0.01494242496879213
Bacillus,threonine,Amino_Acid,0.11175,-0.09183432961566235
Bacillus,threonine,Amino_Acid,0.289,-1.1970978322386945
Bacillus,threonine,Amino_Acid,0.42925,-0.44824064378076217
Bacillus,threonine,Amino_Acid,0.33,0.11493143556541413
Bacillus,tryptophan,Amino_Acid,0.11175,0.04472440954659889
Bacillus,tryptophan,Amino_Acid,0.289,-0.12303176101542752
Bacillus,tryptophan,Amino_Acid,0.42925,-0.17782276003388658
Bacillus,tryptophan,Amino_Acid,0.33,-0.012413967976026216
Bacillus,tyrosine,Amino_Acid,0.11175,0.02680968721819033
Bacillus,tyrosine,Amino_Acid,0.289,-0.25884069201281795
Bacillus,tyrosine,Amino_Acid,0.42925,-0.2847258951102196
Bacillus,tyrosine,Amino_Acid,0.33,-0.0018374756252029338
Bacillus,valine,Amino_Acid,0.11175,-0.062237042247804006
Bacillus,valine,Amino_Acid,0.289,-0.7328879812311625
Bacillus,valine,Amino_Acid,0.42925,-0.3689581554604657
Bacillus,valine,Amino_Acid,0.33,-0.058647213860666965
Bacillus,cysteine,Amino_Acid,0.11175,-0.04165822243238981
Bacillus,cysteine,Amino_Acid,0.289,0.02060570449966265
Bacillus,cysteine,Amino_Acid,0.42925,0.08983866548170563
Bacillus,cysteine,Amino_Acid,0.33,-0.07827699051386078
Bacillus,cystine,Amino_Acid,0.11175,-0.06290331364316001
Bacillus,cystine,Amino_Acid,0.289,-0.19136799494336842
Bacillus,cystine,Amino_Acid,0.42925,0.12394269632450039
Bacillus,cystine,Amino_Acid,0.33,-0.06201603402899835
Bacillus,adenine,Nucleobase,0.11175,-0.20337323597392062
